,user,posts
1047,zoey_belle_,@janessa_janella_
1048,zoey_belle_,@hannah_joana__
1049,elizabethh_lauu,🔥 @lizzhoho
1050,elizabethh_lauu,😋 @isabelle_lau
1051,elizabethh_lauu,😍 @charmaine_lsc
1052,elizabethh_lauu,😍 @emily.tannnn
1053,kite23prom,@heluaff 😍
1054,carrebearrrr,@berlinbuckets
1055,carrebearrrr,@picohon
1056,hues_of_lif3,@killacheezy
1057,gniyilc,@cziying
1058,drinking.singapore,#Repost @papistacossg• • • • • •Papi says by the pitcher is best 😎.......#papiknowsbest #papistacossg #mexican #singapore #sg #margaritas #taqueria #tacos #deliveroosg #mexico #instafood #happyhoursg #sgfoodtrend #sgfooddiary #Instafoodie #eatoutsg #foodstagram #sgeats #tacoaddict #papistacos #tequila #nachos #salsa #margarita #jalapeno #tortilla #guacamole #sgfoodie
1059,thewinerysg,This is thirst quenching!
1060,laoniangagency,"Repost from:@bryanongyyEver try authentic Lucknow cuisine? Around 550km southeast of New Delhi is a large city where the royal Nawabs (emperors) of Awadh Dynasty, best remembered for their refined and extravagant lifestyles, were well-known food connoisseurs that enjoyed many Lucknow delicacies that are gradually diluted today! Now you don’t have to travel to India to taste the Lucknow cuisine, as just right in the heart of Orchard Road Singapore you can enjoy these delicacies that are very much fit for the Nawabs at @awadhdining!..AWADH Restaurant & Bar Singapore chefs belong to the famous Qureshi family of Master-chefs from Lucknow. Generations of this family have been trained to prepare exquisite cuisine using secret recipes that only the specially trained chefs have access to, hence it is impossible to replicate the taste. Famous cuisine like melt-in-the-mouth Galawat Kebabs (the King of Kebabs with over 25 spices), Murgh Pasanda, Seekh Niloferi, Sabz Shami and unique desserts like Shahi Tukda and Apple Jalebi, which are unique and never introduced in South East Asia before. For those that are vegetarian, they also have a wide range of selections catered for this community...Do come to AWADH to experience a taste of royalty and be pampered like a Nawab! Foods can also be ordered through food delivery platform like @grabfoodsg, @foodpandasg, @deliveroo_sg or on their website https://order.theawadh.com/. Special thanks to @laoniangagency for arranging this unique culinary experience & the hospitality of Kashmira from @awadhdining for hosting us....#awadhicuisine #awadhifood #awadh #awadhdining #awadhsg #awadhsingapore #authentic #awesome #indiancuisine #lucknowfood #sgfoodies #sgfoodstagram #sgfoodlover #sgfoodblogger #sgindianfood #indianfood #indiandelicacy #sogood #yummy #sgfamily #sglifestyle #sgwheretoeat #sgburpple #grabfoodsg #foodpandasg #deliveroosg #musttry #igsg #sgig #instadaily"
1061,peggy.eyes,Yummy
1062,irrangtional,"This is the 2nd half of my Bang Bang Burrata Bowl from @rostiboyofficial.Choose the Smoke Burrata, it's a nice light hint - not overly smoked..Think they are exclusively on @deliveroo_sg - try it out if you're craving some decked out Rosti! (Their hearty bowls are apparently GF/V - also, please find someone to share it with you!).#sgeats #deliveroosg #foodie #foodiegram #rangrangstuffingherface #foodmakesmehappy #dinnerforone"
1063,omykampong,Our night view by the park. Common down to our cafe and have some dinner with your fam. Last order at 8.30pm so see ya soon :)#omykampong #omykampongcafe #cafebythepark #sengkangriversidepark #halalcafe #cafebyoldchangkee #makanbythepark #nofreecomedownnehmind #orderfromdelivery #grabfoodsg #deliveroosg #foodpandasg
1064,madamwongs.sg,"An all-star starter, our Chicken and Chive Dumplings are a perfect way to begin any meal. Best eaten with vinegar and ginger, each dumpling remains crispy on the outside and piping hot on the inside. Order now from the link in our bio!#Madamwong's #Madam #Wong #dumplings #chives #chicken #chinesefood #sesame #Americanchinese #American #expat #expatchinesegroup #Wednesday #Wesnesdaymotivation #positivevibe #deliveroosg #foodpandasg #grabfoodsg #oddleeats #sgmakan #sgfood #diarymakan #travelvibes"
1065,birdfolks.sg,"Switching up the fried chicken game with fluffy pancakes! If you love the crispy, savoriness of fried chicken with the sweetness from the maple syrup-drenched pancakes, you can't go wrong here 🤙🤙#birdfolkssg"
1066,birdfolks.sg,⠀#supportlocalsg #deliverysg #burpple #foodinsing #sgunited⠀#westcoast #clementi #jurongeast #nussg #jurong⠀⠀#grabfoodie #foodpandasg #deliveroosg #sgfooddelivery #islandwidedelivery⠀#exploresingaporeeats #sgfoodie #sgfood #eatoutsg #setheats⠀#cafesg #sgcafefood #sgcafehopping #sgcafe
1067,gully.sg,"New special ALERT 🚨 Herb roasted bone marrow topped with sautéed red peppers, caramelized onions & mushroom! Completed with a side of homemade oven baked bread 🥖"
1068,gully.sg,#gully #gullysg #experience #singapore #globalcuisine #internationalfoods #streetfood #restaurant #design #sgfoodie #sgeats #sgfood #sgrestaurant #singaporeinsiders #goodfood #instafoodie #sgfoodie #igsg #sgig #sgdesign #singaporelife #instagramsg #instasg #instasgfood #sgrestaurants #deliveroosg #delivery
1069,bryanongyy,"Ever try authentic Lucknow cuisine? Around 550km southeast of New Delhi is a large city where the royal Nawabs (emperors) of Awadh Dynasty, best remembered for their refined and extravagant lifestyles, were well-known food connoisseurs that enjoyed many Lucknow delicacies that are gradually diluted today! Now you don’t have to travel to India to taste the Lucknow cuisine, as just right in the heart of Orchard Road Singapore you can enjoy these delicacies that are very much fit for the Nawabs at @awadhdining!..AWADH Restaurant & Bar Singapore chefs belong to the famous Qureshi family of Master-chefs from Lucknow. Generations of this family have been trained to prepare exquisite cuisine using secret recipes that only the specially trained chefs have access to, hence it is impossible to replicate the taste. Famous cuisine like melt-in-the-mouth Galawat Kebabs (the King of Kebabs with over 25 spices), Murgh Pasanda, Seekh Niloferi, Sabz Shami and unique desserts like Shahi Tukda and Apple Jalebi, which are unique and never introduced in South East Asia before. For those that are vegetarian, they also have a wide range of selections catered for this community...Do come to AWADH to experience a taste of royalty and be pampered like a Nawab! Foods can also be ordered through food delivery platform like @grabfoodsg, @foodpandasg, @deliveroo_sg or on their website https://order.theawadh.com/. Special thanks to @laoniangagency for arranging this unique culinary experience & the hospitality of Kashmira from @awadhdining for hosting us....#awadhicuisine #awadhifood #awadh #awadhdining #awadhsg #awadhsingapore #authentic #awesome #indiancuisine #lucknowfood #sgfoodies #sgfoodstagram #sgfoodlover #sgfoodblogger #sgindianfood #indianfood #indiandelicacy #sogood #yummy #sgfamily #sglifestyle #sgwheretoeat #sgburpple #grabfoodsg #foodpandasg #deliveroosg #musttry #igsg #sgig #instadaily"
1070,jonnyboyeats,Looks like you guys enjoyed yourselves! 🙌
1071,bryanongyy,@jonnyboyeats Oh yes missed you bro
1072,evelynhandrisanto,Looks so good and really like your video and shots😍
1073,bryanongyy,@evelynhandrisanto Oh thanks very nice ambient with good foods
1074,missywinter,Wow so many yummy food
1075,bryanongyy,@missywinter Overwhelming indeed! Many are very spot on & super savory
1076,evejustbake,Nice chatting and gathering!
1077,bryanongyy,@evejustbake Indeed! Love to chat while sampling good foods
1078,tingomummy,So shiok eating these.
1079,bryanongyy,@tingomummy Especially they were cooked by experience chefs with history
1080,apple_miss_whatever,Nice video!! 👏😍😍😍
1081,bryanongyy,@apple_miss_whatever Thanks & nice foods
1082,samoosg,Lotsa good food! 😍👏
1083,bryanongyy,@samoosg Very unique Lucknow foods
1084,samoosg,@bryanongyy I don’t think I’ve tried food from Lucknow city
1085,amateurwordsmith,Wow that looks good. 😋👍
1086,bryanongyy,@amateurwordsmith Oh yes one & only in Singapore for Lucknow authentic foods. Do you have some in the States?
1087,amateurwordsmith,@bryanongyy Lots of Indian restaurants but I have no idea if we have any Lucknow. I don't eat Indian food very often haha.
1088,laoniangagency,Thanks for coming bro 😍
1089,bryanongyy,@laoniangagency Thanks for the invite
1090,arthurthechubbyboy,Looks so yummy
1091,bryanongyy,@arthurthechubbyboy Awesome
1092,shub_sg,Love their food 😍😍
1093,bryanongyy,@shub_sg We enjoyed so much as well
1094,theconnielim,So good! Love spicy food like this
1095,bryanongyy,@theconnielim Oh yes they are awesome love it
1096,kate_insigne,Owww shiokness omg 😮
1097,bryanongyy,@kate_insigne The prawns are superb! Shiok seeing the smoke sizzling hot man
1098,kate_insigne,@bryanongyy yummm!! 🔥
1099,princessezyt,Your video is 100% 👏
1100,bryanongyy,"@princessezyt You too, foods are awesome not my video 😂"
1101,ines.adalays,I’m not familiar with everything here but the dishes do look good!
1102,bryanongyy,"@ines.adalays That means it’s visually attractive to you at least, yes the foods are awesome"
1103,eileen_eats_alot,eyeing at the amazing spread.. 😍
1104,bryanongyy,@eileen_eats_alot Oh should go try it
1105,jxeats,love the interior😍 food look good
1106,bryanongyy,@jxeats Yeah best North Indian cuisine
1107,jxeats,love the interior😍 food look good
1108,bryanongyy,@jxeats 👏👏
1109,wolvesxspirit,Haven't try! But will try it 👏
1110,bryanongyy,@wolvesxspirit Oh yes 👏👏👏
1111,janice_cherisheart,So that look great🙌
1112,bryanongyy,@janice_cherisheart Oh yes awesome foods
1113,aaryonstar,I need to try this
1114,bryanongyy,@aaryonstar Come over I issued visa of crossing border to you bro 😍😂
1115,vivianikolee,Looks rlly good! Gotta try them out!
1116,bryanongyy,@vivianikolee Yes think of good northern Indian foods then must try this Lucknow cuisine
1117,mizprissy,Looks like a really satisfying meal 😍
1118,bryanongyy,@mizprissy That’s eat like a Royal as these are Nawabs foods of AWADH Dynasty
1119,jessluvzs,Looks so good!!😍
1120,bryanongyy,@jessluvzs Exquisite foods right in the heart of Orchard Road! Must try
1121,doughculture,"Comment 🙋🏻‍♀️ if you are a Youtiao lover just like us 😉Not only do we have Youtiao for you to enjoy purely as snacks. We got you covered for breakfast, tea break and even dessert which you can enjoy with our porridge, Youtiao Rojak and Tau Suan 😋 So head over to any of our outlets now to get your Youtiao cravings fixed!*Rojak & Porridge are only available at selected outlets.#DoughCulture #pickmeup #singaporebreakfast #grabandgo #eatonthego #yummysnack #fingerfood #makansg #localdelights #whati8today #fooddelivery #grabfoodsg #deliveroosg #foodpandasg #halal #vegetarian #cravingssatisfied #youtiaolovers #youtiao"
1122,ramen_keisuke,We are on Deliveroo! You may now get your favourite Keisuke food delivered to you 😉・・・Charcoal-Grill & Salad Bar Keisuke:https://deliveroo.com.sg/brands/charcoal-grill-and-salad-bar-keisukeHamburg Steak Keisuke:https://deliveroo.com.sg/brands/hamburg-steak-keisukeTendon Ginza Itsuki:https://deliveroo.com.sg/brands/tendon-ginza-itsukiBeef Sukiyaki Don Keisuke:https://deliveroo.com.sg/brands/keisuke-singaporeGyoza King:https://deliveroo.com.sg/brands/gyoza-kingSushi Delivery Koedo (@sushi_delivery_koedo):https://deliveroo.com.sg/brands/sushi-delivery-koedo•••#keisuke #keisukesingapore #keisukesg #ramenkeisuke #ramenking#tanjongpagar #payalebar #eunos #deliveroosg#japanesefood #fooddelivery#sgramen #ramensg #sgfood #sgfoodie #sgfooddiary #sgmakandiary #burpplesg #sgrestaurant #iloveramen #igsgfood #sgfoodstagram #instafood_sg #sgfoodtrend #openricesg #8dayseat #tslmakan #exploresingapore #exploresingaporeeats
1123,saggtwin123,Mutton Nihari.My family loved it.#nihari #pakistanifood #food #foodstagram #foodphotography #foodporn #indianfood #foodie #desifood #foodblogger #instafood #muttonnihari #loveforfood #instafoodie #delicious #foodlover #instasg #foodgasm #biryani #sgfoodlover #foodiesg #makansutrasg #hawkerlife #kebabchimakansutra #kebabchisg #kfseetoh #deliveroosg #mutton #ourhawkerculture #bhfyp♥️♥️♥️♥️♥️😍😍😍😍👍👍👍👍👍👍👍👍👍👍👍👍
1124,tangy.bee,Wow that looks super delicious and tempting 😍 Please do check my food blog for drooling food posts
1125,saggtwin123,@tangy.bee thank you..sure i ll
1126,shabanaal8,I would love to taste ur food.❤️❤️❤️
1127,saggtwin123,@shabanaal8 thank u.
1128,mohammadshabbirbeig,Wow delicious 😋
1129,saggtwin123,@mohammadshabbirbeig thank you
1130,botak.motor.tiam,Routine Servicing for Nmax and Full Accessories Dekit for ADV.Thank you for support👍#sgbikes #sginstabikes #sgmotors #singaporebikes #sgriders #sglocal #sgbikers #sgbikerslife #sgbikelife #singapore #singaporebikers #sglocalbusiness #aeroxsg #y15zrsg #sniper150 #xmaxsg #nmaxsg #xmaxnation #pcxsingapore #sgpromo #sgpromotion #grabfoodsg #deliveroosg #foodpandasg #hondawavesg #deliveryherosg #deliverysg #deliveryrider
1131,botak.motor.tiam,"Boom 💥...Burning smell...Bike cannot startOur good friend Haur called us in the middle of night for an emergency. His bike broke down while he was on his way to play soccer. He told us there was a weird sound followed by a strong burning smell and his bike cannot start.As we were still open, We arranged towing service for him.When we opened up his CVT, we found bits of ""chocolate bar chips"" and strands of rubber😂What happened was his CVT belt snapped and his battery went flat as well because he kept on trying to start his bike.What we did for him- Full Service Promo- Complete CVT cleaning- Charge Battery FOCContact Botak if you have any enquires and promos.#sgbikes #sginstabikes #sgmotors #singaporebikes #sgriders #sglocal #sgbikers #sgbikerslife #sgbikelife #singapore #singaporebikers #sglocalbusiness #aeroxsg #y15zrsg #sniper150 #xmaxsg #nmaxsg #xmaxnation #pcxsingapore #sgpromo #sgpromotion #grabfoodsg #deliveroosg #foodpandasg #hondawavesg #deliveryherosg #deliverysg #deliveryrider"
1132,cheehaur83,Thank you 😍. You made my day.
1133,botak.motor.tiam,"We do CB400X as well!Nizam, one of our long time friend, came for his routine servicing for his workhorse CB400X. A veteran in the Food Delivery Industry, he never saves on servicing like how he always takes care of his bike.Routine Servicing is the key to the Longevity of your bike, especially for delivery heros who rely on them to earn a living.What we did for him- Engine Oil Promo- Iridium Spark Plug change- Coolant Flush- Tighten ChainSee you soon for your tyre change bro#sgbikes #sginstabikes #sgmotors #singaporebikes #sgriders #sglocal #sgbikers #sgbikerslife #sgbikelife #singapore #singaporebikers #sglocalbusiness #aeroxsg #sniper150 #xmaxsg #nmaxsg #xmaxnation #pcxsingapore #hondawavesg #sgpromo #sgpromos #sgpromotion #grabfoodsg #deliveroosg #foodpandasg #hondawavesg #deliveryherosg #deliverysg #deliveryrider #CB400X #zeek"
1134,botak.motor.tiam,Thank you for support Ah Ken from Foodpanda.- Full CVT refresh with New Pulley and Clutch.- Promo package for Full service.- Basic Bike wash#sgbikes #sginstabikes #sgmotors #singaporebikes #sgriders #sglocal #sgbikers #sgbikerslife #sgbikelife #singapore #singaporebikers #sglocalbusiness #aeroxsg #y15zrsg #ysukusg #sniper150 #xmaxsg #nmaxsg #xmaxnation #pcxsingapore #hondawavesg #sgpromo #sgpromos #sgpromotion #grabfoodsg #deliveroosg #foodpandasg #hondawavesg #deliveryherosg #deliverysg #deliveryrider
1135,currywok_sg,"Thank you Greedy Fooodie for patronising CurryWok and taking the time to write a good review of our delicious food.The daily buzz of kitchen activities from cooking, serving, to cleaning takes a lot of hard work.So when we see our customers appreciating our food and service, it brightens our day and makes us happy that all our efforts were worth it 😉👉To find out what we serve, please click into the link in our bio#currywoksg #fooddeliverysg #sgdelivery #sgcomfortfood #savefnbsg #homecookedfood #deliveroosg #foodpandasg #grabfoodsg #eatoutsg #whati8today #hungrygowhere #topcitybites #8dayseat #singaporeinsiders #eatoutSG #sgfood #sgfoodies #foodsg"
1136,madamwongs.sg,"Taste the wok-hei in every slice of beef, served with fresh vegetables stir-fried in our traditional soy black pepper sauce. Each portion of black pepper beef is served with a bowl of jasmine white rice. Order Now from the link in our bio!#Madamwong's #Madam #Wong #dumplings #chives #chicken #chinesefood #sesame #Americanchinese #American #expat #expatchinesegroup #friday #fridaymotivation #tgif #positivevibe #deliveroosg#foodpandasg #grabfoodsg #oddleeats #sgmakan#sgfood #diarymakan #travelvibes"
1137,millionfactoryclub,CYCLONE 🌪Introducing our multi-purpose cyclone air pump! This portable air pump comes as a powerbank and a torchlight as well. Designed to be convenient and efficient.More content soon! 👀Check more on our website!
1138,millionfactoryclub,......#grabfood #grabsg #gradfoodsg #grabdelivery #foodpanda #foodpandasg #deliveroo #deliveroosg #mfc #millionfactoryclub #deliveryriders
1139,sawadeethaicuisine,"Part #2 of 2 of our International Women’s showcaseMeet Koi, our Restaurant Manager from Nakhonsawan, about 250km from Bangkok. In Thailand, the name literally means ""Heavenly City"".Cheerful, Helpful and Positive are the 3 most common words her colleagues have to say about her.One of our longest serving staff that has brought a lot of joy to people around her with her cheerful personality.Her willingness to serve and help others is her strongest point, and that shaped the culture of the team.1 interesting fact about her – she met her Singaporean husband during an internship in Singapore and maintain the long distance relationship for 3 years before moving here!"
1140,sawadeethaicuisine,#sgunited #thaifood #sgthaifood #thaifoodsg #savefnbsg #sgunited #sawadeethai #sawadeethaicuisine #sgtoprestaurants #chopesg #deliveroosg #grabfoodsg #foodiegram #foodandwine #wineanddinecares #diningsg#singaporeinsiders #whati8today #sgfooddairy #eatoutsg #instafood_sg#sgigfoodie #8dayseatout #sgrestaurant #womensday #women #empowerment #8march #internationalwomensday
1141,thebiryanibar.sg,An aromatic and bold plate of Chicken Biryani by celebrity chef @chefmillindsovani creator of Michelin Starred restaurant The Song of India! Order now at http://www.thebiryanibar.menu#Chicken #chickenbiryani #Biryani #chef#chefmillindsovani. #indian #cuisine #indiancuisine#modern #modernmichelin #michelinstar#modernmichelinstar #Wednesday#Wesnesdaymotivation #positivevibe #deliveroosg#foodpandasg #grabfoodsg #oddleeats #sgmakan#sgfood #diarymakan #travelvibes
1142,gully.sg,"Gully welcomes you to 31 Hong Kong Street for dine-in or directly order now through WA, CALL or MSG us at +65 8485-0820! You can also find us on Deliveroo, Foodpanda & Grab 🥡"
1143,gully.sg,#gully #gullysg #experience #singapore #globalcuisine #internationalfoods #streetfood #restaurant #design #sgfoodie #sgeats #sgfood #sgrestaurant #singaporeinsiders #goodfood #instafoodie #sgfoodie #igsg #sgig #sgdesign #singaporelife #instagramsg #instasg #instasgfood #sgrestaurants #deliveroosg #delivery
1144,omykampong,"Saw a family of 3 discussing over the items at our Kek Ai Tiam aka provision shop at O'My Kampong Cafe. It's really heart warming to know that the uncle on the far right sharing with his children (we think) on why this is called Kek Ai Tiam in the olden days. ""Kek Ai"" is actually a Hokkien word used by the Chinese living in the Kampong Village, referring it as a provision shop. It is actually derived from the Malay word ""Kedai"" which means ""shop"". So when the Chinese heard from their Malay neighbours calling it Kedai, the Chinese community had come out with their own version of calling it ""Kekai"". Do you have any Kampong stories that you can share with us? Share with us on the comments section so the youngsters can also learn what is actually a Kampong Village in the olden days :). Have a Happy Friday Folks!#omykampong #omykampongcafe #cafebythepark #sengkangriversidepark #halalcafe #cafebyoldchangkee #makanbythepark #nofreecomedownnehmind #orderfromdelivery #grabfoodsg #deliveroosg #foodpandasg #kekaidiam #kedai #kekaitiam #kampongshop"
1145,botak.motor.tiam,"A Senior Foodpanda rider came in with complains of loud rattling noise and lost of power when he go above 80km/hr.So we did our usual checks only to discover that his CVT rollers are beyond normal wear and tear😂What amazed us is that his mileage is only 10,000km from his previous CVT Service.After a through tear down to check why his bike can't go over 80km/hr, we found out that his fuel filter is filthy and clogged as well, which is not surprising, when his bike clocked over 100,000km while doing Food Delivery jobs.We then checked his fuel pump, changed his fuel filter, refreshed his whole CVT with a new Pulley, Clutch and a Full CVT servicing package promo.Followed by a good wash, Owner told us that his bike felt like almost brand new 🤣Do check out our current promos that is ongoing for all riders, especially delivery heros who delivered food during these hard times.#sgbikes #sginstabikes #sgmotors #singaporebikes #sgriders #sglocal #sgbikers #sgbikerslife #sgbikelife #singapore #singaporebikers #sglocalbusiness #aeroxsg #y15zrsg #ysukusg #sniper150 #xmaxsg #nmaxsg #xmaxnation #pcxsingapore #hondawavesg #sgpromo #sgpromos #sgpromotion #grabfoodsg #deliveroosg #foodpandasg #hondawavesg #deliveryherosg #deliverysg #deliveryrider"
1146,plainjane_reinvent,"While walking toward carpark, I saw a Deliveroo rider carefully carrying our salads & Kombucha to his bike. I asked his permission to take a photo of him and would like to offer him a salad & drinks but he said he appreciate that but he doesn’t want the customer to wait too long for their orders. I took his contact number and told him to come claim the meal from us when he is coming by to pick up other orders again.Food Delivery is not an easy job, a job that subject to weather conditions. Delivering under a big blazing sun ☀️ like today can potentially caused heatstroke so please be kind to your riders.Btw, I love #Deliveroo, a company with integrity.#fooddelivery #deliveroorider #deliverooSg #thankyoufaisal #benicetoyourriders"
1147,gully.sg,"Sauce up your life with our Aglio Olio Pesto Pasta tossed in extra virgin olive oil, garlic & homemade pesto topped with red bell peppers! Indulge in a pasta of your choice (penne, tagliatelle or spaghetti) & our fresh Italian burrata as a topping 🤤"
1148,gully.sg,#gully #gullysg #experience #singapore #globalcuisine #internationalfoods #streetfood #restaurant #design #sgfoodie #sgeats #sgfood #sgrestaurant #singaporeinsiders #goodfood #instafoodie #sgfoodie #igsg #sgig #sgdesign #singaporelife #instagramsg #instasg #instasgfood #sgrestaurants #deliveroosg #delivery
1149,omykampong,Cheese fries anyone? One of our favourite sides among our customers especially the kiddos :) We are open today from 12pm onwards and last order at 8.30pm. Pop by to O’My Kampong Cafe at Sengkang Riverside Park if you free today. Cheers!#omykampong #omykampongcafe #cafebythepark #sengkangriversidepark #halalcafe #cafebyoldchangkee #makanbythepark #nofreecomedownnehmind #orderfromdelivery #grabfoodsg #deliveroosg #foodpandasg
1150,leanbento,"Multiple location delivery islandwide! 🚚💨.We know by now that food deliveries are costly, especially for freshly prepared food which are time-sensitive and food safety is priority. Delivery fees could equal, or cost more than the price of the food itself. 🥵.Then, there are situations when food deliveries were wrongfully cancelled or failed to show up without a respectful reason, just when you were so hangrily looking forward to it. 😥.Enjoy reliable and tasty islandwide meal deliveries to not only one, but to multiple locations at lowered flat fees. The ordering process made simple, and responsive. Bye bye tedious days of “one-order-to-one-location”. 🥳.What’s better, is the humanised telephone and email support you can receive. After all, who wouldn’t prefer meaningful advice over a voice-recorded message or worse, an “AI help desk” that takes you on a merry-go-round. Bye bye frustration. 🤩.From 6 locations to more than 500 locations, we’ve fulfilled them all. Hop on the leanbento.com bandwagon to deliver tasty meals to your colleagues and friends!🎖🍱💕.Let us say “Hi!” to you at 67504504 and order@leanbento.com for all your enquiries about our islandwide pre-orders, multiple location deliveries, and corporate/gym orders.💁🏻‍♀️💁🏻‍♂️______Islandwide delivery 🚚🍱💨#leanbento #foodpandasg #grabfoodsg #deliveroosg #lazadasg #halalcertified #halalsg #wherewhatwow #foodsg #instafood_sg #sgfood #sgvegetarian #sgvegan #sgsme #stayhomemakansg #sgmakan #sgbrand #sgbrands #enterprisesg #asmesg #supportlocal #sgunited #ramadan #ramadan2021 #hariraya2021"
1151,leanbento,"Supporting virtual lunches, zoom meetings and WFH events!"
1152,101workinprogress,Haha do you sell stickers of your cat mascot ?
1153,leanbento,Hi @101workinprogress thank you for your interest. We do not have plans for this at the moment.
1154,bknt6666,殿堂级高端低消费享受🔥你品尝过了吗？😍赶快来“文庆新时代”品尝吧！#堂食#外卖#宵夜#深夜食堂#中式菜肴#中式烧烤#聚餐好地方#新加坡美食#深夜好去处#boonkengnewtaste#singaporefood#singaporelife#grabfoodsg#foodpanda#deliveroosg
1155,"uweeklysg
Verified",下周就是学校假期了，为了灌输儿童有关健康饮食的知识和涂鸦的乐趣，Deliveroo特别和推崇健康美食的Heybo联手策划推出了Deliveroo Healthy Habits Kit，里头包括了4种由富含维生素的水果和蔬菜制成、新鲜可食的彩色颜料，有黄色的南瓜、橙色的萝卜、红色的甜菜根及绿色的菠菜，并附上一张容易抹拭、可重复使用得游戏垫，让小孩子通过食物来发挥他们的创作力。如果你想要这个限量30套的Deliveroo Healthy Habits Kit，只需通过Deliveroo点餐（Heybo Chicken Burrito bowl），或参加Deliveroo的抽奖游戏（送出5套），详情请看3月9日Deliveroo的官方面簿！#deliveroosg #uweeklysg@deliveroo_sg @heybosg
1156,thesaladforksg,"Going meatless is easy when you have us. Marinated and baked to perfection in-house, our hearty Hainanese Ginger Scallion Meat-Free Fillet will satisfy your meat cravings the same! 😋 Try it and taste no difference.  #thesaladforksg #deliveroosg #grabfoodsg #healthyeating #saladsg #sgfoodie #sgfoodhunt #healthyeatssg #singaporesalad #meatfree #healthyfood #meatlessmeals #meatless #foodie"
1157,pattywithshoes,Just had this for lunch earlier & it was sooooo good!! Tasted so much like hainanese chicken 🤤
1158,thesaladforksg,"@pattywithshoes so glad you like it! Here at The Salad Fork, we strive to bring to our customers great-tasting plant-based proteins! 🥰"
1159,roocommunity_sg,"Did you know in the rider app, the hexagons represent restaurants or groups of restaurants? The stronger the hexagon colour, the busier the restaurants in those areas are. Your heatmap will show you if your current area is busy, moderate, or not busy right now. We base this on customer demand and the number of riders already online in that area. Whenever a fee boost is available in an area the hexagons will turn teal.#DeliverooSG #Roocommunity_SG #RideSafe #Deliveroo #Singapore #RooLifeSG"
1160,sawadeethaicuisine,"Part #1 of 2 of our International Women’s showcaseMeet Ning, our Sous Chef from Sisaket province in Issan.Strong, responsible and positive are the 3 most common words her colleagues have to say about her. The stir-fry dishes that you enjoy at our restaurant are most probably cooked by her! The petite Ning, is able to handle the large and heavy wok seamlessly and has gained respect from everyone in the kitchen for her dedication and responsibility.1 interesting fact about her – she has a degree in accountancy but chose to pursue her love for food!This month, Ning has specially curated dishes targeted at all our strong and independent women.Expect dishes like Thai Coconut with Scallops, her version of Pad See Ew with Tiger Prawns and Kampong Chicken done 2 ways - grilled and served with Jaew Sauce or Paneng Red Curry"
1161,sawadeethaicuisine,#sgunited #thaifood #sgthaifood #thaifoodsg #savefnbsg #sgunited #sawadeethai #sawadeethaicuisine #sgtoprestaurants #chopesg #deliveroosg #grabfoodsg #foodiegram #foodandwine #wineanddinecares #diningsg#singaporeinsiders #whati8today #sgfooddairy #eatoutsg #instafood_sg#sgigfoodie #8dayseatout #sgrestaurant #womensday #women #empowerment #8march #internationalwomensday
1162,gully.sg,"Gully welcomes you to 31 Hong Kong Street for dine-in or directly order now through WA, CALL or MSG us at +65 8485-0820! You can also find us on Deliveroo, Foodpanda & Grab 🥡"
1163,gully.sg,#gully #gullysg #experience #singapore #globalcuisine #internationalfoods #streetfood #restaurant #design #sgfoodie #sgeats #sgfood #sgrestaurant #singaporeinsiders #goodfood #instafoodie #sgfoodie #igsg #sgig #sgdesign #singaporelife #instagramsg #instasg #instasgfood #sgrestaurants #deliveroosg #delivery
